DIA,LINEA,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,TOTAL
3/30/2025,LÍNEA K,,,,,570,"1,072","1,113",969,"1,104","1,108","1,205",911,"1,135","1,004",793,734,650,345,21,,"12,734"
3/30/2025,LÍNEA L,,,,,134,181,297,338,242,267,343,356,229,173,1,,,,,,"2,561"
3/30/2025,LÍNEA M,,,,,,341,222,304,318,366,349,347,454,409,456,413,318,361,125,1,"4,784"
3/30/2025,LÍNEA O,9,77,63,48,81,319,420,376,347,315,372,293,463,455,469,411,385,281,34,,"5,218"
3/30/2025,LÍNEA P,,,,,46,731,682,619,622,639,419,523,613,541,507,489,444,272,9,,"7,156"
3/30/2025,LÍNEA T-A,225,696,983,873,928,"1,290","1,159","1,341","1,405","1,670","1,727","1,351","1,753","1,681","1,674","1,465","1,324","1,026",211,,"22,782"
3/31/2025,LÍNEA 1,"2,868","8,143","10,131","9,717","6,079","5,256","4,625","5,000","5,015","4,952","4,982","5,805","8,404","9,928","7,547","4,353","3,009","2,371","1,239",28,"109,452"
3/31/2025,LÍNEA 2,191,784,"1,010",992,962,963,830,228,"1,163","1,128","1,300","1,506","2,105","2,185","1,999","1,228",850,477,172,3,"20,076"
3/31/2025,LÍNEA A,"17,186","49,170","62,062","55,708","33,190","28,830","25,257","26,990","29,903","28,102","34,524","37,594","62,453","83,073","55,187","30,696","20,867","16,464","8,020",53,"705,329"
3/31/2025,LÍNEA B,"3,241","7,791","6,383","8,224","5,043","4,618","4,046","4,257","4,667","4,216","4,212","5,195","7,670","10,348","6,606","3,749","3,063","2,286","1,049",4,"96,668"
3/31/2025,LÍNEA H,242,568,514,254,157,126,144,133,128,97,79,69,86,76,57,37,21,15,5,,"2,808"
3/31/2025,LÍNEA J,"1,519","2,450","1,960","2,091","1,370","1,060",798,747,790,586,515,492,641,607,447,278,242,122,37,,"16,752"
3/31/2025,LÍNEA K,"2,428","2,754","2,529","2,129","1,732","1,348","1,226","1,155","1,222",670,802,801,904,780,566,517,554,247,100,,"22,464"
3/31/2025,LÍNEA M,401,988,921,660,434,320,339,287,425,368,322,518,713,907,"1,226",649,534,421,334,50,"10,817"
3/31/2025,LÍNEA O,287,"1,566","1,654","1,752","1,257","1,128",900,936,"1,017","1,103",899,"1,202","1,543","1,903","1,407","1,065",859,919,269,5,"21,671"
3/31/2025,LÍNEA P,"1,323","3,253","3,065","2,272","1,390","1,069",852,"1,197","1,096",658,654,683,869,"1,140",650,422,579,534,83,,"21,789"
3/31/2025,LÍNEA T-A,"1,400","3,940","4,363","4,196","2,822","2,424","2,158","2,124","2,714","2,472","2,767","3,121","4,398","5,353","4,793","2,392","2,376","1,761","1,150",43,"56,767"
4/1/2025,LÍNEA 1,"2,952","8,465","10,583","10,140","6,578","5,396","4,524","4,958","5,024","5,116","5,066","6,109","8,799","10,602","6,939","4,941","3,155","2,409","1,291",38,"113,085"
4/1/2025,LÍNEA 2,186,804,"1,057","1,033",914,960,"1,068","1,160","1,255","1,148","1,298","1,570","2,147","2,359","1,934","1,150",868,605,181,6,"21,703"
4/1/2025,LÍNEA A,"17,003","50,836","65,690","57,742","34,822","28,794","24,941","26,968","30,247","29,707","34,130","40,358","66,134","86,028","56,804","31,657","21,035","17,310","8,325",44,"728,575"
4/1/2025,LÍNEA B,"3,112","8,007","9,258","8,609","5,246","4,746","4,122","4,268","4,924","4,321","4,453","5,519","8,437","11,135","7,033","3,993","3,289","2,441","1,102",10,"104,025"
4/1/2025,LÍNEA H,220,678,517,277,183,141,128,157,130,92,73,78,93,47,32,39,21,21,2,,"2,929"
4/1/2025,LÍNEA J,"1,478","2,498","2,521","2,148","1,346",979,787,788,879,655,553,590,719,642,425,323,241,113,44,2,"17,731"
4/1/2025,LÍNEA K,"2,344","2,767","2,646","2,323","1,656","1,282","1,136","1,192","1,297","1,092",810,782,"1,131",972,658,544,497,245,103,1,"23,478"
4/1/2025,LÍNEA L,,,,,10,78,55,75,101,111,117,69,94,94,,,,,,,804
4/1/2025,LÍNEA M,406,"1,057","1,010",708,452,291,280,330,425,330,399,488,809,952,"1,085",983,503,357,332,46,"11,243"
4/1/2025,LÍNEA O,261,"1,711","1,821","2,000","1,183","1,262",911,"1,096","1,165","1,204",985,"1,238","1,614","2,158","1,387","1,182",924,902,265,9,"23,278"
4/1/2025,LÍNEA P,"1,266","3,403","3,197","2,432","1,285",952,706,"1,220","1,147",742,653,656,932,"1,213",682,399,657,450,125,,"22,117"
4/1/2025,LÍNEA T-A,"1,470","4,659","5,170","4,999","3,281","2,645","2,350","2,679","3,295","2,847","2,823","3,443","4,717","5,757","5,004","3,404","2,538","1,848","1,179",39,"64,147"
4/2/2025,LÍNEA 1,"2,906","8,565","10,745","10,046","6,431","5,335","4,460","4,839","4,995","5,376","5,200","5,762","8,861","11,148","7,575","4,755","3,332","2,299","1,267",74,"113,971"
4/2/2025,LÍNEA 2,192,815,"1,088","1,027",878,928,967,"1,125","1,246","1,197","1,202","1,440","2,008","2,261","1,903","1,135",887,494,183,6,"20,982"
4/2/2025,LÍNEA A,"17,063","50,210","64,973","57,135","34,572","28,986","24,666","26,435","30,218","30,293","33,463","38,437","65,238","86,715","60,032","33,460","21,403","16,530","8,374",69,"728,272"
4/2/2025,LÍNEA B,"3,172","8,066","9,136","8,480","5,168","4,644","4,075","4,151","5,077","4,663","4,426","5,388","8,188","11,595","7,150","4,149","3,446","2,516","1,755","2,669","107,914"
4/2/2025,LÍNEA H,214,675,513,314,163,128,105,141,145,24,87,68,113,47,40,30,22,16,2,,"2,847"
4/2/2025,LÍNEA J,"1,472","2,640","2,408","2,131","1,407",981,810,789,877,723,458,498,624,647,431,320,248,99,33,,"17,596"
4/2/2025,LÍNEA K,"2,370","2,861","2,630","2,259","1,761","1,304",985,"1,096","1,394","1,024",723,747,"1,120",972,757,505,553,246,82,,"23,389"
4/2/2025,LÍNEA L,,,,,19,71,65,92,106,81,55,81,64,78,,,,,,,712
4/2/2025,LÍNEA M,400,"1,049","1,007",730,440,299,299,301,477,280,329,557,793,"1,013","1,037","1,007",499,404,318,67,"11,306"
4/2/2025,LÍNEA O,277,"1,682","1,775","2,010","1,259","1,252",980,"1,250","1,107","1,283",995,"1,214","1,621","1,875","1,442","1,141",921,870,297,27,"23,278"
4/2/2025,LÍNEA P,"1,297","3,405","3,120","2,356","1,244",856,787,"1,276","1,189",785,579,653,922,"1,073",679,444,661,379,109,,"21,814"
4/2/2025,LÍNEA T-A,"1,485","4,794","5,297","4,791","3,161","2,717","2,321","2,650","3,289","2,858","2,873","3,249","4,644","5,767","5,472","3,370","2,368","1,650","1,045",234,"64,035"
4/3/2025,LÍNEA 1,"2,985","8,483","10,458","10,089","6,257","5,315","4,328","4,906","5,101","4,599","5,068","5,659","9,002","10,622","7,633","4,822","3,376","2,666","1,360",35,"112,764"
4/3/2025,LÍNEA 2,199,823,"1,065","1,079",877,946,957,"1,091","1,252","1,081","1,244","1,406","2,034","2,158","1,890","1,156",891,584,207,7,"20,947"
4/3/2025,LÍNEA A,"17,245","49,857","64,762","57,647","33,791","28,157","24,531","25,734","30,694","28,017","33,808","38,618","64,518","84,885","57,688","32,668","22,599","18,067","8,905",50,"722,241"
4/3/2025,LÍNEA B,"3,249","8,027","9,248","8,479","5,337","4,722","3,915","4,466","4,910","3,794","4,622","5,308","8,259","11,100","7,150","4,180","3,624","2,614","1,230",25,"104,259"
4/3/2025,LÍNEA H,227,664,520,269,176,115,94,138,112,83,88,76,66,64,46,26,30,7,2,,"2,803"
4/3/2025,LÍNEA J,"1,516","2,531","2,494","2,111","1,325",998,729,805,919,498,400,481,664,560,482,289,217,107,36,,"17,162"
4/3/2025,LÍNEA K,"2,348","2,809","2,639","2,323","1,669","1,337","1,049","1,090","1,309",983,686,702,"1,025",977,691,416,531,278,77,,"22,939"
4/3/2025,LÍNEA L,,,,,14,50,55,56,80,65,55,55,54,71,1,,,,,,556
4/3/2025,LÍNEA M,396,982,"1,025",744,433,314,314,301,430,325,319,566,689,949,"1,243",859,538,387,276,62,"11,152"
4/3/2025,LÍNEA O,302,"1,656","1,788","2,074","1,099","1,338",864,"1,150","1,008","1,166",980,"1,181","1,680","1,857","1,506","1,101",915,963,322,9,"22,959"
4/3/2025,LÍNEA P,"1,273","3,422","3,167","2,387","1,305",882,813,997,"1,212",788,400,739,921,"1,035",568,450,568,405,103,1,"21,436"
4/3/2025,LÍNEA T-A,"1,524","4,775","5,521","5,180","3,564","2,994","2,480","2,937","3,646","3,188","3,046","3,607","4,900","5,914","5,314","3,455","2,796","2,140","1,260",43,"68,284"
4/4/2025,LÍNEA 1,"2,899","8,329","10,435","9,424","6,301","5,283","4,503","4,848","5,190","5,038","5,754","6,673","9,113","9,810","6,720","4,803","3,783","2,718","1,656",77,"113,357"
4/4/2025,LÍNEA 2,195,776,"1,051","1,018",904,904,"1,056","1,089","1,219","1,054","1,297","1,640","1,947","2,325","1,591","1,260",861,664,236,7,"21,094"
4/4/2025,LÍNEA A,"17,010","49,067","63,666","54,685","34,397","28,667","25,045","26,380","30,724","30,068","38,151","46,730","69,398","78,105","49,110","33,261","24,456","19,475","10,453",66,"728,914"
4/4/2025,LÍNEA B,"3,168","7,783","9,053","8,108","5,100","4,660","4,094","4,180","5,000","4,619","4,971","6,458","8,769","10,486","6,248","4,155","3,819","2,692","1,277",17,"104,657"
4/4/2025,LÍNEA H,192,683,529,275,198,132,129,147,101,78,67,85,100,62,36,26,43,14,4,,"2,901"
4/4/2025,LÍNEA J,"1,487","2,590","2,365","2,111","1,380",956,777,780,882,704,582,298,,572,376,266,242,114,35,,"16,517"
4/4/2025,LÍNEA K,"2,326","2,745","2,697","2,283","1,669","1,282","1,034","1,101","1,462","1,059",826,863,"1,136",959,700,442,541,270,105,1,"23,501"
4/4/2025,LÍNEA L,,,,,1,156,36,109,73,112,3,199,88,84,,,,,,,861
4/4/2025,LÍNEA M,417,"1,050",984,674,438,317,296,328,430,330,375,616,855,"1,092","1,017",610,472,376,314,62,"11,053"
4/4/2025,LÍNEA O,286,"1,555","1,786","1,878","1,147","1,242",930,"1,041","1,097","1,151",966,"1,205","1,355","1,653",952,987,939,846,373,24,"21,413"
4/4/2025,LÍNEA P,"1,224","3,419","3,036","2,381","1,328",988,823,"1,253","1,197",670,714,680,910,"1,128",516,366,542,388,117,,"21,680"
4/4/2025,LÍNEA T-A,"1,500","4,504","5,068","4,670","3,182","2,595","2,367","2,685","3,294","2,832","3,072","3,663","5,028","5,647","4,697","3,344","2,750","2,054","1,404",70,"64,426"
4/5/2025,LÍNEA 1,"2,130","4,821","6,054","6,715","5,027","4,459","4,141","4,706","6,699","6,636","6,045","5,013","5,054","4,451","4,003","3,262","2,384","2,148","1,321",89,"85,158"
4/5/2025,LÍNEA 2,159,519,633,704,622,766,804,"1,099","1,556","1,339","1,257","1,279","1,291","1,168","1,096",775,520,423,204,6,"16,220"
4/5/2025,LÍNEA A,"12,635","29,471","35,403","35,975","26,098","23,512","24,259","29,825","48,965","46,740","41,606","36,585","35,846","32,553","29,968","21,866","16,071","14,812","7,961",99,"550,250"
4/5/2025,LÍNEA B,"2,245","4,793","5,333","5,260","4,059","3,920","4,052","4,683","6,779","6,488","5,986","5,176","8,294","5,485","4,276","2,977","2,469","1,988","1,170",20,"85,453"
4/5/2025,LÍNEA H,156,453,380,273,173,142,120,113,118,134,94,85,83,77,58,50,53,37,5,,"2,604"
4/5/2025,LÍNEA J,968,"1,841","2,010","1,705","1,215","1,017",862,956,958,849,686,673,706,622,506,440,371,270,120,,"16,775"
4/5/2025,LÍNEA K,"1,824","2,681","2,544","2,231","1,556","1,438","1,346","1,262","1,402","1,151","1,109","1,123","1,056",980,851,689,608,484,192,,"24,527"
4/5/2025,LÍNEA L,,,,,,212,83,151,126,121,173,224,133,150,,,,,,,"1,373"
4/5/2025,LÍNEA M,278,691,758,600,422,362,352,362,594,666,659,705,676,673,581,538,467,410,255,53,"10,102"
4/5/2025,LÍNEA O,192,866,"1,013","1,308",841,890,771,813,"1,101","1,013",807,712,719,685,628,537,440,486,196,17,"14,035"
4/5/2025,LÍNEA P,910,"1,985","1,946","1,851","1,162",937,851,878,946,909,746,756,815,648,542,429,474,340,172,1,"17,298"
4/5/2025,LÍNEA T-A,"1,073","2,845","3,405","3,624","2,513","2,327","2,328","2,748","3,834","3,790","3,519","3,283","3,533","2,946","2,831","2,339","1,842","1,707","1,142",74,"51,703"
4/6/2025,LÍNEA 1,489,"1,526","1,951","2,028","2,035","2,290","2,588","2,469","2,565","2,934","2,769","2,376","2,112","2,678","2,603","2,085","2,075","1,466",208,,"39,247"
4/6/2025,LÍNEA 2,14,168,182,285,249,347,547,391,510,629,474,437,436,471,427,464,298,162,27,,"6,518"
4/6/2025,LÍNEA A,"3,911","10,579","12,607","11,620","10,628","11,801","13,278","12,711","14,902","16,715","18,264","16,053","17,548","19,010","18,034","14,983","14,035","10,143",687,,"247,509"
4/6/2025,LÍNEA B,708,"1,624","1,873","1,847","1,888","2,191","2,517","2,392","2,665","3,065","2,884","2,489","2,528","2,790","2,632","2,231","1,805","1,244",137,,"39,510"
4/6/2025,LÍNEA H,,,,,6,152,113,99,79,76,81,82,77,79,56,78,44,17,2,,"1,041"
4/6/2025,LÍNEA J,,,,,2,940,733,581,582,683,417,408,580,503,504,487,328,136,5,,"6,889"
4/6/2025,LÍNEA K,,,,,586,"1,033","1,012",966,954,"1,061","1,177",910,"1,008",948,747,668,618,344,8,,"12,040"
4/6/2025,LÍNEA L,,,,,126,201,245,279,254,319,59,523,266,80,1,,,,,,"2,353"
4/6/2025,LÍNEA M,,,,,9,299,300,284,302,390,350,409,409,386,427,389,379,247,122,,"4,702"
4/6/2025,LÍNEA O,22,326,291,193,243,268,462,314,323,436,418,320,384,530,394,438,408,309,38,,"6,117"
4/6/2025,LÍNEA P,,,,,27,689,598,604,666,578,646,452,453,385,534,412,409,225,16,,"6,694"
4/6/2025,LÍNEA T-A,186,804,"1,218","1,081","1,015","1,318","1,510","1,444","1,621","1,942","1,846","1,690","1,758","1,929","1,878","1,655","1,463","1,116",254,,"25,728"
4/7/2025,LÍNEA 1,"3,089","8,228","10,314","9,429","6,029","5,108","4,235","4,908","4,873","5,040","5,294","5,849","8,282","10,571","7,685","4,795","3,166","2,290","1,116",38,"110,339"
4/7/2025,LÍNEA 2,209,820,"1,062","1,010",934,944,"1,002","1,093","1,189","1,056","1,239","1,512","2,138","2,241","1,978","1,226",815,418,174,3,"21,063"
4/7/2025,LÍNEA A,"17,636","49,613","64,869","56,102","33,232","28,267","24,234","25,732","29,976","28,954","34,442","37,615","53,624","83,408","59,449","33,970","20,568","15,673","7,655",45,"705,064"
4/7/2025,LÍNEA B,"3,286","7,853","8,925","8,340","5,017","4,526","4,020","4,177","4,964","4,078","4,408","5,159","7,415","11,639","7,081","4,146","2,862","2,216","1,022",10,"101,144"
4/7/2025,LÍNEA H,251,641,505,282,164,114,112,137,122,83,82,64,85,58,43,31,26,4,10,,"2,814"
4/7/2025,LÍNEA J,"1,554","2,520","2,476","2,055","1,387",948,797,812,901,672,529,517,711,312,277,296,232,139,44,,"17,179"
4/7/2025,LÍNEA K,"2,418","2,759","2,631","2,264","1,670","1,322","1,071","1,167","1,377","1,024",711,778,899,940,580,405,477,247,69,3,"22,812"
4/7/2025,LÍNEA M,424,"1,028",943,673,459,332,360,302,457,331,395,502,731,781,"1,247",871,513,284,262,40,"10,935"
4/7/2025,LÍNEA O,280,"1,506","1,734","1,983","1,041","1,225",795,997,"1,078","1,101",937,"1,207","1,461","1,712","1,423","1,117",851,887,232,7,"21,574"
4/7/2025,LÍNEA P,"1,317","3,314","3,208","2,330","1,293","1,028",829,"1,077","1,253",838,729,659,939,"1,174",300,514,499,501,97,,"21,899"
4/7/2025,LÍNEA T-A,"1,539","4,415","5,003","4,459","2,988","2,469","2,238","2,531","3,173","2,549","2,830","3,254","4,339","5,327","5,424","3,536","2,234","1,617","1,079",42,"61,046"
4/8/2025,LÍNEA 1,"3,049","8,576","10,711","9,996","6,237","5,238","4,289","4,895","4,980","4,981","5,265","5,742","8,682","10,758","7,569","4,706","3,325","2,499","1,262",44,"112,804"
4/8/2025,LÍNEA 2,216,841,"1,072","1,075",928,"1,009","1,000","1,181","1,210","1,115","1,168","1,484","2,081","2,318","1,991","1,191",811,465,195,3,"21,354"
4/8/2025,LÍNEA A,"17,070","51,174","64,628","58,838","34,434","28,941","24,879","26,265","30,331","29,825","33,758","37,093","63,972","85,372","58,544","32,472","21,306","16,999","8,684",40,"724,625"
4/8/2025,LÍNEA B,"3,231","7,979","9,307","8,551","5,220","4,672","3,977","4,176","5,019","4,553","4,403","5,259","7,938","11,189","7,151","4,271","3,510","2,550","1,162",4,"104,122"
4/8/2025,LÍNEA H,254,661,503,297,161,108,124,124,110,77,73,45,110,60,35,35,26,14,4,,"2,821"
4/8/2025,LÍNEA J,"1,484","2,557","2,511","2,160","1,282",980,765,838,862,599,494,504,655,638,424,306,270,111,36,1,"17,477"
4/8/2025,LÍNEA K,"2,417","2,832","2,647","2,319","1,750","1,278","1,020","1,263","1,402","1,042",724,764,"1,086","1,006",651,506,492,255,69,3,"23,526"
4/8/2025,LÍNEA L,,,,,11,61,82,101,126,125,72,78,68,83,,,,,,,807
4/8/2025,LÍNEA M,399,"1,093",996,703,434,325,326,374,466,333,362,542,777,973,"1,163",929,565,386,298,50,"11,494"
4/8/2025,LÍNEA O,269,"1,721","1,790","2,199","1,057","1,285",881,"1,090","1,152","1,263","1,013","1,222","1,231","1,925","1,212","1,352",967,893,305,9,"22,836"
4/8/2025,LÍNEA P,"1,311","3,430","3,287","2,422","1,292",947,817,"1,214","1,139",749,688,644,922,"1,113",648,451,610,428,110,,"22,222"
4/8/2025,LÍNEA T-A,"1,566","4,828","5,174","5,003","3,231","2,671","2,295","2,727","3,281","2,829","2,818","3,271","4,712","5,605","5,475","3,262","2,476","1,791","1,198",45,"64,258"
4/9/2025,LÍNEA 1,"3,041","8,333","10,478","10,011","6,084","5,193","4,345","5,005","5,061","5,109","5,197","5,731","8,676","10,773","7,099","4,870","3,637","2,496","1,310",46,"112,495"
4/9/2025,LÍNEA 2,206,869,"1,011","1,096",853,943,"1,014","1,047","1,115","1,029","1,227","1,442","2,068","2,342","1,749","1,242",975,507,180,4,"20,919"
4/9/2025,LÍNEA A,"17,072","51,178","65,597","57,315","34,368","30,201","26,132","27,647","31,920","30,740","35,326","39,643","66,387","87,616","57,096","33,096","24,255","17,320","8,667",47,"741,623"
4/9/2025,LÍNEA B,"3,273","7,943","9,198","8,755","5,230","4,647","3,886","4,270","5,134","4,611","4,598","5,276","8,056","11,471","7,204","3,966","3,926","2,553","1,080",7,"105,084"
4/9/2025,LÍNEA H,243,662,532,301,191,119,100,135,102,105,67,58,74,69,34,26,27,11,1,,"2,857"
4/9/2025,LÍNEA J,"1,522","2,566","2,500","2,134","1,442","1,045",801,846,916,641,508,530,711,635,122,170,276,113,41,,"17,519"
4/9/2025,LÍNEA K,"2,398","2,858","2,607","2,251","1,727","1,349","1,053","1,162","1,431",900,790,737,"1,062","1,023",569,333,510,257,66,1,"23,084"
4/9/2025,LÍNEA L,,,,,46,58,65,99,99,66,107,94,101,110,,,,,,,845
4/9/2025,LÍNEA M,416,"1,055","1,047",675,443,334,295,366,428,308,389,544,733,"1,056","1,061",87,,,,,"9,237"
4/9/2025,LÍNEA O,283,"1,690","1,782","2,097","1,112","1,287",877,"1,038","1,174","1,232","1,090","1,251","1,568","1,937","1,424",917,"1,036",897,252,14,"22,958"
4/9/2025,LÍNEA P,"1,319","3,384","3,290","2,361","1,247",973,787,"1,076","1,167",780,648,675,936,"1,050",146,401,510,312,81,,"21,143"
4/9/2025,LÍNEA T-A,"1,494","4,742","5,249","4,830","3,200","2,734","2,315","2,727","3,339","2,803","2,936","3,387","4,539","5,742","5,318","3,386","2,591","1,860","1,084",56,"64,332"
4/10/2025,LÍNEA 1,"2,894","8,438","10,835","9,871","6,468","5,347","4,290","4,858","5,169","4,902","5,262","6,247","9,218","10,309","7,203","4,784","3,593","2,546","1,377",48,"113,659"
4/10/2025,LÍNEA 2,186,835,"1,000","1,090",830,914,"1,028","1,135","1,254","1,050","1,098","1,278","1,855","2,122","1,750","1,209",906,544,201,6,"20,291"
4/10/2025,LÍNEA A,"16,112","48,981","67,162","60,516","38,366","32,536","27,152","27,943","33,057","31,137","35,954","41,254","70,186","84,142","54,670","33,720","23,257","18,000","9,179",45,"753,369"
4/10/2025,LÍNEA B,"2,932","8,043","9,492","8,681","5,322","4,503","4,087","4,289","4,949","4,325","4,593","5,629","8,613","10,933","6,838","4,572","3,538","2,569","1,174",4,"105,086"
4/10/2025,LÍNEA H,246,669,497,303,181,122,116,152,116,79,45,44,93,57,38,36,27,9,,,"2,830"
4/10/2025,LÍNEA J,"1,201","2,544","2,363","2,199","1,381","1,025",779,816,916,695,518,527,649,649,401,261,246,117,36,,"17,323"
4/10/2025,LÍNEA K,"2,238","2,766","2,540","2,199","1,738","1,110","1,046","1,129","1,384",811,738,729,"1,102",911,605,480,487,259,78,2,"22,352"
4/10/2025,LÍNEA L,,,,,,74,62,89,91,77,79,73,74,75,,,,,,,694
4/10/2025,LÍNEA M,362,997,985,736,469,339,307,363,429,302,364,412,740,"1,055","1,207",700,508,371,304,45,"10,995"
4/10/2025,LÍNEA O,263,"1,552","1,798","1,621","1,314","1,096","1,075","1,044","1,111","1,089","1,120","1,166","1,546","1,842","1,377","1,097",803,838,319,10,"22,081"
4/10/2025,LÍNEA P,"1,026","3,201","3,242","2,432","1,312",975,783,"1,109","1,290",773,664,689,943,"1,014",672,419,542,415,78,1,"21,580"
4/10/2025,LÍNEA T-A,"1,337","4,423","5,016","4,773","3,095","2,594","2,385","2,692","3,309","2,848","2,725","3,241","4,696","5,426","5,030","3,143","2,439","1,877","1,189",48,"62,286"
4/11/2025,LÍNEA 1,"2,994","8,155","10,185","9,616","6,335","5,038","4,466","4,839","5,003","5,131","5,710","6,328","8,378","8,944","7,092","4,793","3,352","2,700","1,696",109,"110,864"
4/11/2025,LÍNEA 2,203,790,"1,027","1,018",845,868,915,"1,055","1,160","1,072","1,399","1,522","1,910","2,034","1,838","1,221",761,600,293,9,"20,540"
4/11/2025,LÍNEA A,"16,530","49,044","63,529","56,586","35,480","29,515","25,163","26,997","31,792","31,265","38,171","45,825","66,151","75,226","54,545","34,410","23,138","19,014","11,097",115,"733,593"
4/11/2025,LÍNEA B,"3,155","7,678","8,984","8,323","5,243","4,493","4,062","4,244","5,219","4,746","5,195","5,999","8,550","9,931","7,229","4,497","3,484","2,695","1,453",14,"105,194"
4/11/2025,LÍNEA H,230,628,487,303,177,124,108,146,122,88,66,51,91,71,64,77,35,27,13,,"2,908"
4/11/2025,LÍNEA J,"1,372","2,562","2,376","2,197","1,488","1,004",810,917,973,679,630,605,721,621,519,425,289,193,100,1,"18,482"
4/11/2025,LÍNEA K,"1,986","2,844","2,630","2,364","1,751","1,304","1,090","1,151","1,374","1,198",908,908,"1,101","1,001",708,587,594,321,148,1,"23,969"
4/11/2025,LÍNEA L,,,,,8,80,76,114,89,86,142,124,112,85,,,,,,,916
4/11/2025,LÍNEA M,377,"1,049",957,704,444,350,315,326,414,328,390,549,749,"1,159","1,005",852,505,436,346,61,"11,316"
