DIA,LINEA,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,TOTAL
3/15/2025,LÍNEA P,911,"1,969","2,000","1,774","1,127",970,956,949,"1,027",799,925,766,813,697,610,533,487,410,155,1,"17,879"
3/15/2025,LÍNEA T-A,"1,023","2,855","3,408","3,706","2,572","2,296","2,364","2,762","3,738","3,877","3,468","3,370","3,270","3,098","2,912","2,361","1,906","1,755","1,226",90,"52,057"
3/16/2025,LÍNEA 1,475,"1,511","1,807","2,019","1,983","2,389","2,583","2,363","2,602","2,700","2,782","2,654","2,762","2,662","2,708","2,188","2,407","1,710",282,,"40,587"
3/16/2025,LÍNEA 2,14,177,211,296,247,396,518,391,567,644,476,369,500,498,480,466,374,212,21,,"6,857"
3/16/2025,LÍNEA A,"3,816","10,805","12,302","11,655","11,088","12,740","14,049","13,303","15,374","17,167","19,595","19,004","19,722","20,857","19,438","15,890","15,526","11,256",895,,"264,482"
3/16/2025,LÍNEA B,813,"1,558","1,801","1,834","1,839","2,524","2,717","2,690","2,889","3,067","2,817","2,716","3,204","3,103","3,109","2,361","6,616","2,756",194,,"48,608"
3/16/2025,LÍNEA H,,,,,,135,134,111,89,118,82,65,111,83,104,72,50,17,,,"1,171"
3/16/2025,LÍNEA J,,,,,31,985,825,698,642,678,668,437,747,555,640,568,414,207,8,,"8,103"
3/16/2025,LÍNEA K,,,,,534,"1,087","1,117","1,088","1,121","1,211","1,172","1,317","1,260","1,207",909,668,716,321,19,,"13,747"
3/16/2025,LÍNEA L,,,,,88,278,285,398,391,378,370,276,441,309,,,,,,,"3,214"
3/16/2025,LÍNEA M,,,,,,329,261,312,347,401,371,441,441,501,502,438,380,304,174,,"5,202"
3/16/2025,LÍNEA O,23,338,303,278,295,304,332,388,372,416,388,399,416,441,399,381,449,327,65,,"6,314"
3/16/2025,LÍNEA P,,,,,65,733,686,636,621,661,666,593,572,587,617,393,418,264,8,,"7,520"
3/16/2025,LÍNEA T-A,155,787,"1,030","1,050","1,068","1,405","1,540","1,605","1,598","1,849","1,850","1,811","1,977","1,924","2,031","1,770","1,817","1,356",314,,"26,937"
3/17/2025,LÍNEA 1,"2,839","8,329","10,208","9,537","6,052","5,104","4,318","4,895","5,037","5,069","5,186","5,859","8,287","10,768","7,713","4,693","3,270","2,456","1,247",35,"110,902"
3/17/2025,LÍNEA 2,196,800,"1,043","1,077",919,964,"1,046","1,084","1,212","1,119","1,326","1,546","2,106","2,307","1,938","1,314",863,488,182,4,"21,534"
3/17/2025,LÍNEA A,"17,129","49,495","62,799","55,216","33,298","28,531","24,957","26,358","30,087","29,250","34,039","38,344","62,859","85,425","58,788","31,438","21,162","16,304","8,278",49,"713,806"
3/17/2025,LÍNEA B,"3,228","7,841","8,964","8,199","5,129","4,424","3,872","4,252","4,876","4,371","4,277","5,179","7,426","10,981","6,961","3,734","2,858","2,445","1,019",6,"100,042"
3/17/2025,LÍNEA H,237,621,531,273,184,133,120,172,147,92,84,74,92,57,34,35,19,20,3,,"2,928"
3/17/2025,LÍNEA J,"1,391","2,627","2,349","2,037","1,318",972,801,815,909,704,548,578,663,690,440,213,145,112,35,,"17,347"
3/17/2025,LÍNEA K,"2,434","2,784","2,518","2,277","1,675","1,361","1,113","1,136","1,435",982,754,753,979,883,731,461,472,249,78,,"23,075"
3/17/2025,LÍNEA M,389,"1,014",948,622,409,322,297,323,459,314,346,515,735,862,"1,108","1,037",478,371,308,49,"10,906"
3/17/2025,LÍNEA O,274,"1,539","1,571","1,939",962,"1,123",795,"1,003",983,"1,139",873,"1,205","1,527","1,821","1,411","1,049",882,"1,023",267,8,"21,394"
3/17/2025,LÍNEA P,"1,265","3,357","3,049","2,313","1,246",979,758,"1,235","1,236",860,654,650,832,"1,159",756,397,615,422,91,,"21,874"
3/17/2025,LÍNEA T-A,"1,444","4,365","5,029","4,612","2,999","2,460","2,313","2,609","3,114","2,571","2,664","3,404","4,572","5,345","5,366","3,352","2,427","1,694","1,119",56,"61,515"
3/18/2025,LÍNEA 1,"2,832","8,061","10,248","9,662","6,101","4,881","3,376","3,587","4,265","4,231","4,430","4,884","7,105","7,935","6,780","4,356","2,990","2,503","1,261",40,"99,528"
3/18/2025,LÍNEA 2,132,623,768,834,649,556,33,92,590,930,"1,055","1,288","1,900","2,233","1,761","1,122",899,498,171,2,"16,136"
3/18/2025,LÍNEA A,"16,885","49,170","63,836","55,551","34,389","29,540","26,806","28,419","33,222","31,841","35,970","38,733","64,476","84,421","56,398","30,922","20,453","17,135","8,460",43,"726,670"
3/18/2025,LÍNEA B,"3,178","7,836","9,143","8,086","5,266","4,815","4,005","4,381","4,797","4,401","4,469","5,051","7,836","10,662","6,743","3,948","3,218","2,406","1,139",15,"101,395"
3/18/2025,LÍNEA H,252,612,525,298,147,138,43,52,109,63,74,64,97,63,31,42,23,9,1,,"2,643"
3/18/2025,LÍNEA J,"1,429","2,627","2,334","2,052","1,379","1,048",740,769,866,704,475,484,703,661,442,351,259,116,44,2,"17,485"
3/18/2025,LÍNEA K,"2,374","2,756","2,627","2,211","1,686","1,348","1,136","1,178","1,298",902,709,784,"1,029",992,629,476,468,257,88,2,"22,950"
3/18/2025,LÍNEA L,,,,,,82,108,165,113,133,175,105,119,141,,,,,,,"1,141"
3/18/2025,LÍNEA M,378,980,929,681,429,320,158,132,343,311,369,512,756,999,"1,173",775,553,346,316,68,"10,528"
3/18/2025,LÍNEA O,269,"1,689","1,691","2,002","1,035","1,109",850,985,"1,076","1,177",961,"1,202","1,484","1,893","1,462","1,034",948,957,265,17,"22,106"
3/18/2025,LÍNEA P,"1,231","3,384","3,052","2,321","1,323","1,011",735,697,877,698,586,654,799,757,457,377,369,224,97,,"19,649"
3/18/2025,LÍNEA T-A,"1,433","4,388","4,838","4,708","2,969","2,544",242,513,"2,645","2,479","2,721","2,969","4,269","4,732","4,359","2,809","2,098","1,609",981,41,"53,347"
3/19/2025,LÍNEA 1,"2,942","8,557","10,511","10,108","6,267","5,437","4,413","4,953","5,092","5,203","5,298","5,927","8,848","10,893","7,600","4,806","3,270","2,523","1,418",174,"114,240"
3/19/2025,LÍNEA 2,190,879,979,"1,094",863,978,"1,068","1,074","1,190","1,251","1,292","1,512","2,147","2,353","1,872","1,314",919,569,199,4,"21,747"
3/19/2025,LÍNEA A,"17,090","51,105","64,196","58,574","34,418","29,195","25,446","26,573","30,044","29,536","33,974","38,545","65,447","87,365","59,886","33,371","21,615","17,343","9,075",105,"732,903"
3/19/2025,LÍNEA B,"3,195","8,109","9,270","8,620","5,244","4,591","3,970","4,482","4,972","4,524","4,509","5,367","7,973","11,112","6,990","4,215","3,356","2,739","4,636",44,"107,918"
3/19/2025,LÍNEA H,184,664,532,311,170,118,114,133,122,92,75,64,80,68,61,42,31,14,5,,"2,880"
3/19/2025,LÍNEA J,"1,450","2,526","2,451","2,296","1,332",988,726,709,921,647,495,561,656,677,469,365,243,117,44,,"17,673"
3/19/2025,LÍNEA K,"2,298","2,802","2,644","2,376","1,808","1,327","1,042","1,104","1,368","1,036",800,842,"1,034","1,062",766,524,485,249,89,1,"23,657"
3/19/2025,LÍNEA L,,,,,9,95,90,187,142,135,159,109,112,134,,,,,,,"1,172"
3/19/2025,LÍNEA M,385,"1,074",976,703,441,303,342,325,438,311,367,532,731,"1,031","1,325",842,508,384,290,111,"11,419"
3/19/2025,LÍNEA O,308,"1,719","1,743","1,951",955,"1,245",718,"1,092","1,118","1,168",956,"1,060","1,605","1,925","1,483","1,089",882,"1,020",311,21,"22,369"
3/19/2025,LÍNEA P,"1,302","3,476","3,354","2,326","1,331",933,738,"1,159","1,231",728,676,727,974,"1,216",723,430,657,448,118,2,"22,549"
3/19/2025,LÍNEA T-A,"1,522","4,763","5,034","4,614","2,926","2,486","2,204","2,921","3,236","2,856","2,775","3,419","4,827","5,924","5,430","3,449","2,436","1,928","1,366",98,"64,214"
3/20/2025,LÍNEA 1,"2,926","8,645","10,677","9,846","6,173","5,365","4,268","4,761","5,002","4,892","5,085","5,815","8,768","10,703","7,815","4,808","3,067","2,403","1,733",56,"112,808"
3/20/2025,LÍNEA 2,212,809,"1,026","1,065",907,887,"1,006","1,100","1,218","1,099","1,208","1,473","2,042","2,426","1,852","1,141",870,475,290,2,"21,108"
3/20/2025,LÍNEA A,"17,262","51,155","65,302","56,169","34,381","28,651","24,818","25,627","30,257","29,365","33,300","38,277","64,914","86,577","58,148","32,318","19,839","16,327","10,514",92,"723,293"
3/20/2025,LÍNEA B,"3,163","8,167","9,254","8,414","5,325","4,516","3,845","4,336","5,119","4,264","4,346","5,186","8,050","11,113","6,998","4,302","3,037","2,302","1,620",11,"103,368"
3/20/2025,LÍNEA H,230,668,531,295,158,124,117,121,146,87,53,55,92,75,41,37,25,11,6,,"2,872"
3/20/2025,LÍNEA J,"1,444","2,650","2,422","2,185","1,359",980,728,765,848,653,544,561,704,700,474,347,285,101,51,,"17,801"
3/20/2025,LÍNEA K,"2,005","2,688","2,701","2,374","1,724","1,315","1,102","1,154","1,408","1,074",747,810,"1,038",980,790,534,517,252,116,1,"23,330"
3/20/2025,LÍNEA L,,,,,14,81,77,126,126,136,133,116,79,120,,,,,,,"1,008"
3/20/2025,LÍNEA M,397,"1,047","1,018",718,437,337,299,350,444,326,367,491,759,"1,045","1,202",851,518,368,337,72,"11,383"
3/20/2025,LÍNEA O,282,"1,727","1,715","2,060","1,133","1,304",816,"1,080","1,096","1,131",934,"1,198","1,538","1,765","1,435","1,038",851,835,356,14,"22,308"
3/20/2025,LÍNEA P,801,"3,415","3,229","2,442","1,347",930,743,"1,204","1,339",845,598,602,990,"1,107",689,493,572,328,138,,"21,812"
3/20/2025,LÍNEA T-A,"1,459","4,821","5,247","5,109","3,213","2,784","2,428","2,736","3,256","2,776","2,825","3,343","4,670","5,730","5,353","3,354","2,238","1,744","1,391",68,"64,545"
3/21/2025,LÍNEA 1,"2,827","8,250","10,218","9,456","6,059","5,096","4,363","4,766","5,029","5,087","5,582","6,532","8,736","9,443","7,043","4,840","3,570","2,841","1,714",69,"111,521"
3/21/2025,LÍNEA 2,199,810,991,"1,049",971,911,959,"1,108","1,200","1,066","1,288","1,587","2,021","2,183","1,847","1,232",792,618,243,13,"21,088"
3/21/2025,LÍNEA A,"16,664","48,992","62,993","54,555","32,957","28,094","24,944","26,298","30,663","30,386","37,498","46,067","67,674","73,196","54,459","35,456","23,569","19,697","10,582",91,"724,835"
3/21/2025,LÍNEA B,"3,165","7,679","8,860","8,291","5,021","4,542","4,042","4,393","5,006","4,335","4,769","6,013","8,310","9,918","7,010","4,315","3,486","2,566","1,349",17,"103,087"
3/21/2025,LÍNEA H,209,620,511,316,185,114,116,143,138,102,69,74,119,60,52,52,36,17,2,,"2,935"
3/21/2025,LÍNEA J,"1,398","2,605","2,510","2,077","1,309",960,761,856,883,709,603,626,756,667,506,428,304,193,52,,"18,203"
3/21/2025,LÍNEA K,"2,328","2,374","2,662","2,311","1,708","1,305","1,102","1,169","1,425","1,112",833,904,"1,151","1,078",819,599,626,387,127,,"24,020"
3/21/2025,LÍNEA L,,,,,20,97,110,125,158,133,129,139,133,151,,,,,,,"1,195"
3/21/2025,LÍNEA M,392,"1,035",986,647,452,323,292,356,459,353,418,513,699,"1,029","1,090",749,569,402,369,74,"11,207"
3/21/2025,LÍNEA O,287,"1,502","1,683","1,977","1,011","1,149",885,949,"1,060","1,030",868,"1,130","1,399","1,546","1,231",974,905,929,269,14,"20,798"
3/21/2025,LÍNEA P,"1,246","3,374","3,122","2,366","1,273",931,775,"1,124","1,285",679,670,742,968,"1,077",689,497,721,435,131,,"22,105"
3/21/2025,LÍNEA T-A,"1,460","4,608","5,105","4,654","3,063","2,677","2,324","2,638","3,356","2,697","2,952","3,509","4,706","5,156","4,951","3,518","2,575","2,004","1,443",105,"63,501"
3/22/2025,LÍNEA 1,"2,049","4,495","5,985","6,596","4,929","4,247","4,137","4,604","6,052","5,853","5,536","4,524","4,362","4,001","3,797","3,112","2,275","2,025","1,194",81,"79,854"
3/22/2025,LÍNEA 2,138,506,627,733,712,767,857,"1,051","1,563","1,380","1,153","1,066","1,090","1,035","1,042",782,531,447,189,10,"15,679"
3/22/2025,LÍNEA A,"12,559","28,091","34,128","35,099","25,452","23,554","23,625","29,172","44,866","42,882","38,870","33,105","32,377","30,643","27,636","21,852","15,877","14,129","7,557",104,"521,578"
3/22/2025,LÍNEA B,"2,296","4,420","5,188","5,201","3,916","3,915","4,096","4,628","6,410","6,067","5,725","4,618","4,483","4,422","3,709","2,938","2,313","1,947","1,038",10,"77,340"
3/22/2025,LÍNEA H,147,427,397,263,167,144,120,124,142,120,80,80,91,96,71,61,48,27,3,2,"2,610"
3/22/2025,LÍNEA J,963,"1,826","1,959","1,642","1,273",987,805,873,935,796,675,664,678,545,409,612,443,248,99,,"16,432"
3/22/2025,LÍNEA K,"1,839","2,656","2,495","2,252","1,614","1,319","1,304","1,136","1,276","1,077","1,128","1,034","1,115","1,094",859,747,657,449,203,3,"24,257"
3/22/2025,LÍNEA L,,,,,4,198,245,240,243,208,309,286,267,298,,,,,,,"2,298"
3/22/2025,LÍNEA M,278,637,681,587,387,379,305,270,554,647,691,670,613,555,554,537,416,315,295,55,"9,426"
3/22/2025,LÍNEA O,202,893,984,"1,253",844,815,711,807,"1,051",859,759,602,647,660,637,483,403,424,151,21,"13,206"
3/22/2025,LÍNEA P,903,"1,899","1,849","1,766","1,191",867,808,819,848,792,728,666,743,663,561,566,446,354,219,4,"16,692"
3/22/2025,LÍNEA T-A,"1,051","2,731","3,335","3,643","2,544","2,371","2,294","2,541","3,588","3,589","3,371","3,079","3,229","2,889","2,743","2,235","1,767","1,604","1,088",92,"49,784"
3/23/2025,LÍNEA 1,443,"1,535","1,946","2,120","1,925","2,360","2,570","2,340","2,344","2,550","2,650","2,469","2,458","2,634","2,357","1,842","2,161","1,518",295,,"38,517"
3/23/2025,LÍNEA 2,1,163,186,321,232,362,507,410,516,523,430,405,411,463,430,444,284,213,39,,"6,340"
3/23/2025,LÍNEA A,"3,867","10,596","12,694","11,877","11,329","13,202","14,168","13,916","15,433","16,685","18,657","17,175","18,207","18,757","17,620","13,777","13,724","10,501",867,,"253,052"
3/23/2025,LÍNEA B,727,"1,745","1,890","1,950","2,025","2,561","2,629","2,857","2,852","2,909","3,035","2,844","2,738","2,647","2,564","3,272","5,378","2,365",203,,"47,191"
3/23/2025,LÍNEA H,,,,,,106,120,120,85,76,60,83,91,76,59,83,43,28,,,"1,030"
3/23/2025,LÍNEA J,,,,,47,980,679,767,629,658,592,574,667,615,589,470,390,229,14,,"7,900"
3/23/2025,LÍNEA K,,,,,615,"1,191","1,237",980,"1,085","1,080","1,159","1,132","1,484","1,379",758,618,579,402,30,,"13,729"
3/23/2025,LÍNEA L,,,,,128,464,511,634,549,473,456,469,685,554,6,,,,,,"4,929"
3/23/2025,LÍNEA M,,,,,,318,281,292,293,337,357,382,401,493,374,369,331,341,134,,"4,703"
3/23/2025,LÍNEA O,30,335,331,267,290,321,388,331,358,332,364,308,383,422,374,382,428,265,40,,"5,949"
3/23/2025,LÍNEA P,,,,,42,791,629,660,629,612,567,594,609,543,444,404,479,295,9,,"7,307"
3/23/2025,LÍNEA T-A,183,741,"1,115","1,070",978,"1,361","1,511","1,488","1,549","1,706","1,933","1,745","1,692","1,840","1,718","1,451","1,699","1,264",346,,"25,390"
3/24/2025,LÍNEA 1,516,"1,608","1,808","1,727","1,375","1,705","1,898","1,794","1,953","2,145","2,352","2,228","2,520","2,617","2,510","2,135","2,046","1,439",231,,"34,607"
3/24/2025,LÍNEA 2,17,195,214,260,170,337,303,279,325,286,339,323,348,369,361,414,307,164,25,,"5,036"
3/24/2025,LÍNEA A,"4,138","11,026","12,144","10,473","8,749","9,614","11,386","11,041","12,128","13,229","16,026","15,771","18,419","19,625","18,338","14,991","14,095","10,559",718,,"232,470"
3/24/2025,LÍNEA B,737,"1,750","1,819","1,672","1,562","1,741","1,949","2,215","2,224","2,373","2,398","2,408","2,738","2,743","2,613","1,982","1,629","1,279",141,,"35,973"
3/24/2025,LÍNEA H,,,,,1,87,95,79,75,74,77,83,85,88,71,73,52,22,,,962
3/24/2025,LÍNEA J,,,,,58,797,538,557,548,513,513,572,638,600,588,525,363,144,12,,"6,966"
3/24/2025,LÍNEA K,,,,,481,859,903,906,903,877,780,982,"1,230","1,243",884,710,625,284,12,,"11,679"
3/24/2025,LÍNEA L,,,,,83,300,406,444,378,350,330,387,480,363,17,,,,,,"3,538"
3/24/2025,LÍNEA M,,,,,,257,242,233,262,235,304,363,452,482,474,416,327,286,108,,"4,441"
3/24/2025,LÍNEA O,27,356,311,261,202,255,320,302,271,285,359,327,442,427,446,378,415,263,41,,"5,688"
3/24/2025,LÍNEA P,,,,,24,614,551,525,478,520,491,535,643,542,590,563,400,227,14,,"6,717"
3/24/2025,LÍNEA T-A,258,804,"1,006",855,777,"1,001","1,175","1,271","1,193","1,251","1,506","1,575","1,773","1,862","1,838","1,634","1,417","1,140",237,,"22,573"
3/25/2025,LÍNEA 1,"3,065","8,754","10,736","10,013","6,188","5,310","4,455","4,877","5,152","5,140","5,310","5,755","8,742","10,824","7,625","3,976","2,808","2,447","1,232",47,"112,456"
3/25/2025,LÍNEA 2,190,827,"1,070","1,046",947,"1,037","1,058","1,158","1,292","1,171","1,302","1,468","2,140","2,303","1,955","1,101",742,430,183,9,"21,429"
3/25/2025,LÍNEA A,"18,128","52,027","66,198","57,306","34,547","28,831","25,218","26,446","31,217","29,655","34,613","38,863","64,543","89,551","56,758","28,071","18,520","17,238","8,386",41,"726,157"
3/25/2025,LÍNEA B,"3,373","8,240","9,376","8,440","5,251","4,701","4,003","4,222","5,059","4,704","4,470","5,353","7,949","11,465","6,779","3,557","2,797","2,600","1,092",3,"103,434"
3/25/2025,LÍNEA H,253,666,517,299,170,113,114,141,98,119,73,64,80,50,35,39,24,17,4,,"2,876"
3/25/2025,LÍNEA J,"1,524","2,582","2,482","2,231","1,358","1,027",745,830,865,736,521,483,639,615,353,316,227,114,35,,"17,683"
3/25/2025,LÍNEA K,"2,457","2,713","2,693","2,280","1,698","1,326","1,164","1,111","1,395",933,658,743,928,871,599,470,481,254,83,1,"22,858"
3/25/2025,LÍNEA M,419,"1,094",983,640,462,329,300,371,451,353,348,542,714,"1,016","1,228",895,367,332,343,63,"11,250"
3/25/2025,LÍNEA O,286,"1,752","1,732","2,063","1,176","1,282",897,"1,100","1,122","1,224","1,002","1,160","1,627","1,935","1,494","1,026",786,916,261,6,"22,847"
3/25/2025,LÍNEA P,"1,371","3,505","3,268","2,297","1,319",927,720,"1,247","1,209",698,647,675,870,"1,227",578,384,556,414,92,,"22,004"
3/25/2025,LÍNEA T-A,"1,497","4,817","5,191","4,941","3,308","2,703","2,390","2,628","3,358","2,890","2,745","3,206","4,629","5,835","5,330","2,873","2,134","1,870","1,141",35,"63,521"
3/26/2025,LÍNEA 1,"2,989","8,642","10,671","10,034","6,368","5,287","4,162","4,920","5,097","5,025","5,252","6,252","8,453","10,237","7,616","4,570","3,291","2,510","1,364",36,"112,776"
3/26/2025,LÍNEA 2,203,840,"1,120","1,111",858,957,"1,041","1,120","1,232","1,123","1,265","1,591","2,068","2,228","1,861","1,252",936,524,218,6,"21,554"
3/26/2025,LÍNEA A,"17,121","51,498","65,200","57,078","33,885","28,518","23,891","25,995","29,938","27,915","33,103","37,860","65,539","84,036","58,266","31,625","21,134","17,437","8,620",50,"718,709"
3/26/2025,LÍNEA B,"3,277","8,054","9,398","8,429","5,163","4,449","4,074","4,300","4,982","4,544","4,322","5,502","7,792","10,840","6,910","3,951","3,273","2,588","1,180",3,"103,031"
3/26/2025,LÍNEA H,245,662,504,270,169,123,104,141,118,73,69,84,98,54,54,27,26,12,8,,"2,841"
3/26/2025,LÍNEA J,"1,559","2,585","2,419","2,227","1,340",960,736,806,850,662,472,527,396,541,408,330,276,113,28,1,"17,236"
3/26/2025,LÍNEA K,"2,381","2,628","2,574","2,369","1,684","1,307","1,056","1,138","1,397",999,770,802,"1,099",949,648,478,583,251,98,,"23,211"
3/26/2025,LÍNEA L,,,,,8,141,106,112,131,88,135,139,140,107,,,,,,,"1,107"
3/26/2025,LÍNEA M,394,"1,114",995,708,421,340,312,337,476,317,330,535,749,"1,042","1,025","1,028",477,411,314,47,"11,372"
3/26/2025,LÍNEA O,301,"1,658","1,771","2,065","1,073","1,272",898,"1,090","1,084","1,208",992,"1,257","1,461","1,886","1,435","1,173",880,966,286,17,"22,773"
3/26/2025,LÍNEA P,"1,371","3,434","3,273","2,344","1,296",894,766,"1,149","1,219",683,655,743,972,"1,086",643,385,637,451,91,2,"22,094"
3/26/2025,LÍNEA T-A,"1,467","4,937","5,277","4,887","3,250","2,802","2,360","2,723","3,340","2,751","2,820","3,444","4,685","5,615","5,398","3,204","2,365","1,916","1,189",57,"64,487"
3/27/2025,LÍNEA 1,"3,002","8,433","10,669","9,889","6,246","5,150","4,189","4,871","4,971","4,965","4,849","5,702","9,222","10,688","7,488","4,626","3,198","2,522","1,355",81,"112,116"
3/27/2025,LÍNEA 2,217,812,"1,039","1,067",895,943,993,"1,159","1,226","1,119","1,184","1,282","2,056","2,151","1,859","1,146",860,509,228,5,"20,750"
3/27/2025,LÍNEA A,"17,161","50,950","64,138","57,287","33,727","28,297","23,840","26,054","29,725","28,820","32,659","37,363","66,875","85,402","57,756","31,971","21,057","17,308","9,105",52,"719,547"
3/27/2025,LÍNEA B,"3,244","8,104","9,150","8,569","5,095","4,508","3,826","4,204","4,977","4,447","4,499","4,887","8,439","11,456","6,748","4,106","3,125","2,359","1,080",8,"102,831"
3/27/2025,LÍNEA H,236,658,512,278,164,132,111,128,112,67,20,38,81,61,43,30,26,10,2,,"2,709"
3/27/2025,LÍNEA J,"1,530","2,585","2,473","2,081","1,333",931,778,776,890,684,78,559,536,567,400,295,269,114,31,,"16,910"
3/27/2025,LÍNEA K,"2,334","2,673","2,594","2,308","1,719","1,318","1,035","1,110","1,336",973,754,680,987,825,700,510,510,251,70,,"22,687"
3/27/2025,LÍNEA L,,,,,18,90,96,83,108,78,77,82,72,87,,,,,,,791
3/27/2025,LÍNEA M,415,"1,027",974,737,434,316,325,347,362,289,214,467,633,977,"1,219",912,470,361,283,88,"10,850"
3/27/2025,LÍNEA O,261,"1,764","1,773","2,008","1,142","1,327",946,"1,155","1,076","1,238",910,"1,048","1,446","1,871","1,460","1,205",899,886,269,12,"22,696"
3/27/2025,LÍNEA P,"1,345","3,438","3,198","2,334","1,260",888,768,"1,205","1,139",840,688,719,915,"1,017",584,376,574,481,79,,"21,848"
3/27/2025,LÍNEA T-A,"1,492","4,721","5,123","5,031","3,058","2,716","2,435","2,797","3,289","2,745","2,703","3,227","5,010","5,866","5,146","3,187","2,310","1,805","1,247",71,"63,979"
3/28/2025,LÍNEA 1,"2,951","8,362","10,330","9,452","6,089","5,082","4,319","4,708","4,575","4,836","5,534","6,257","8,640","9,770","7,093","4,570","3,266","2,793","1,658",85,"110,370"
3/28/2025,LÍNEA 2,194,818,"1,013","1,045",930,949,"1,010","1,138","1,076","1,145","1,316","1,602","1,985","2,116","1,900","1,231",747,559,251,6,"21,031"
3/28/2025,LÍNEA A,"16,883","49,847","63,380","55,294","33,016","27,886","24,293","25,914","28,844","30,283","36,662","44,278","67,595","75,286","54,006","33,073","21,631","18,988","10,697",86,"717,942"
3/28/2025,LÍNEA B,"3,161","7,879","9,146","8,296","5,004","4,480","3,909","4,350","5,123","4,357","4,752","5,851","8,087","10,326","6,772","4,211","3,265","2,532","1,393",9,"102,903"
3/28/2025,LÍNEA H,242,649,503,304,211,96,113,126,151,75,65,80,109,54,65,32,34,6,3,,"2,918"
3/28/2025,LÍNEA J,"1,497","2,665","2,445","1,987","1,359",926,692,774,573,420,536,566,706,609,515,344,285,146,54,2,"17,101"
3/28/2025,LÍNEA K,"2,277","2,663","2,232","2,174","1,690","1,288","1,080","1,116","1,126",752,810,842,"1,099",993,842,656,545,315,110,,"22,610"
3/28/2025,LÍNEA L,,,,,8,77,60,113,69,87,83,79,64,71,,,,,,,711
3/28/2025,LÍNEA M,408,"1,010","1,007",676,426,317,315,335,245,343,453,548,795,994,"1,084",804,493,383,320,100,"11,056"
3/28/2025,LÍNEA O,273,"1,565","1,654","2,026",992,"1,212",842,"1,093",944,"1,045",984,"1,180","1,397","1,705","1,231",922,772,854,309,22,"21,022"
3/28/2025,LÍNEA P,"1,290","3,407","3,179","2,351","1,281",923,814,"1,239","1,058",627,645,803,905,"1,158",740,500,490,449,128,,"21,987"
3/28/2025,LÍNEA T-A,"1,453","4,601","5,034","4,695","3,139","2,662","2,373","2,765","3,101","2,868","3,004","3,477","4,786","5,301","4,833","3,365","2,283","1,859","1,401",86,"63,086"
3/29/2025,LÍNEA 1,"2,142","4,859","6,045","6,721","5,032","4,377","4,283","4,579","6,252","6,597","5,625","4,960","4,743","4,411","3,892","2,960","2,424","2,053","1,303",101,"83,359"
3/29/2025,LÍNEA 2,147,482,605,806,650,720,890,"1,020","1,498","1,456","1,143","1,039","1,041",974,990,741,480,464,213,7,"15,366"
3/29/2025,LÍNEA A,"12,804","29,120","35,618","36,026","25,451","22,760","23,196","28,133","45,450","45,752","40,342","35,234","33,640","30,564","28,857","21,921","16,254","14,537","7,980",102,"533,741"
3/29/2025,LÍNEA B,"2,306","4,585","5,383","5,406","3,965","3,861","3,862","4,422","6,464","6,370","4,826","4,844","4,871","4,167","3,636","2,882","2,355","1,942","3,924",12,"80,083"
3/29/2025,LÍNEA H,168,371,341,274,186,137,135,137,113,110,30,97,109,60,69,70,38,33,20,2,"2,500"
3/29/2025,LÍNEA J,976,"1,938","2,046","1,710","1,258",962,907,936,867,803,141,378,682,503,563,475,390,302,92,3,"15,932"
3/29/2025,LÍNEA K,"1,836","2,600","2,579","2,175","1,680","1,394","1,252","1,194","1,237","1,217","1,037",890,"1,106",936,746,669,667,436,198,6,"23,855"
3/29/2025,LÍNEA L,,,,,,114,130,209,118,117,191,198,117,107,,,,,,,"1,301"
3/29/2025,LÍNEA M,284,625,709,606,374,349,317,383,550,650,399,660,632,580,548,473,393,389,289,103,"9,313"
3/29/2025,LÍNEA O,206,906,"1,002","1,337",785,836,700,840,"1,082",942,663,702,725,598,560,503,398,392,204,23,"13,404"
3/29/2025,LÍNEA P,979,"2,016","1,933","1,876","1,135",832,889,885,890,812,747,571,739,629,544,450,405,330,184,2,"16,848"
3/29/2025,LÍNEA T-A,"1,086","2,851","3,467","3,662","2,489","2,252","2,385","2,658","3,690","4,016","2,720","3,219","3,278","2,890","2,766","2,219","1,726","1,740","1,325",77,"50,516"
3/30/2025,LÍNEA 1,463,"1,564","1,981","2,223","2,088","2,439","2,544","2,424","2,469","2,656","2,946","2,376","2,418","2,636","2,684","2,194","2,017","1,479",262,4,"39,867"
3/30/2025,LÍNEA 2,11,169,220,328,248,333,41,429,455,599,524,374,453,464,475,443,286,195,16,,"6,063"
3/30/2025,LÍNEA A,"3,833","11,161","13,012","11,448","10,995","12,250","13,720","13,192","14,926","16,429","18,701","15,636","17,812","18,613","18,511","14,931","14,433","10,097",792,,"250,492"
3/30/2025,LÍNEA B,733,"1,622","1,915","1,884","2,409","2,945","2,803","2,684","2,924","2,692","3,019","2,594","2,718","2,601","2,648","2,147","1,825","1,375",125,,"41,663"
3/30/2025,LÍNEA H,,,,,1,125,107,103,83,58,77,47,91,101,73,37,61,51,3,,"1,018"
3/30/2025,LÍNEA J,,,,,38,993,685,616,656,652,562,504,661,594,603,463,337,185,5,,"7,554"
